,File name,Addressee,Start sample,End sample,features
88553,130604030020165608.WAV,-221,1,113286,"[-460.4123, -28.563387, -53.421444, 14.52965, 14.394067, 6.699073, 9.713498, 8.360083, -1.2076596, -0.33493632, 1.4002917, 0.24374852, 6.343025, 6.1392975, 7.839381, 1.9197792, -0.82508093, -0.012591456, 2.9399624, 3.4857783, 1.9100078, 2.1157324, -1.5180782, -1.2996933, -0.07585134, 2.4502146, 2.7314203, 2.622201, -0.9612248, -0.28769046, 1.5474213, 1.3400738, 0.6075534, 1.2460542, -0.32561556, -0.55961174, 0.22912829, 0.30322802, -1.0112358, -0.34334153, 0.5467015, -1.0436336, -0.3913336, -0.174712, -0.61255276, -1.2289273, -0.7901737, -1.5692922, -2.042832, -1.0266424, -1.229882, -0.8895521, -0.34828836, -0.63222027, -1.1585793, -0.4993814, -0.9760392, -0.93865955, -0.25484857, -0.27309075, -0.5161117, -0.82390475, -0.62729514, -0.28359032]"
88554,130604030020165608.WAV,-221,113287,746320,"[-478.39282, -21.98973, -43.32148, 7.972767, 14.602554, 4.3365936, 10.414623, 8.468116, -0.3888499, -1.3900564, -0.7976304, 1.1646024, 6.788681, 4.4576535, 3.9894543, 0.2888983, -0.24150558, 0.1256028, 2.6097121, 3.080761, 1.4803457, 2.016092, -1.6455166, -2.0948727, -0.6722627, 2.437498, 3.6329129, 2.7895274, -0.7803, -1.3190153, 0.75998443, 0.6731317, 0.98196185, 2.9492779, 0.2725359, -1.6186234, -0.136157, 0.7489208, -1.0040683, -0.080997415, 0.7806714, -0.50513405, -0.35684884, -0.18368933, -0.6074031, -1.0088805, -0.6080917, -1.3258368, -1.6978235, -0.74090505, -1.2774034, -0.8274882, -0.31675035, -0.7435416, -0.99933904, -0.5641858, -0.91876996, -0.96296644, -0.23405086, -0.110762104, -0.5564528, -0.55089647, -0.54693043, -0.47169587]"
88555,130604030028082609.WAV,-221,1,336720,"[-504.6974, -9.528225, -27.716835, -3.4321418, 18.99066, 2.9250271, 9.636874, 7.4085064, -0.35420913, -1.0742881, -1.1804309, 0.83778524, 8.315899, 5.899094, 0.6377301, 0.9216585, 1.1576738, -0.23473163, 1.2075546, 3.0274923, 3.006257, 2.2235403, -2.6801736, -4.298392, -0.014370139, 3.4516447, 3.2517462, 2.6297188, -0.47182992, -1.3676037, -0.049185663, 0.47458956, 1.4673122, 2.750649, 0.45986181, -1.4767364, -0.46935812, 0.6842021, -0.8663343, 0.24106517, 1.1020523, -0.5766493, -0.76163316, -0.010633312, -0.58534336, -0.9120682, -0.7553637, -0.95295286, -1.3905329, -0.81006813, -1.186073, -0.8467484, 0.030189393, -0.39228347, -1.0294598, -0.8083166, -0.8304115, -0.6991108, 0.0018363709, -0.15384413, -0.8375693, -0.45069462, -0.30915463, -0.47961408]"
88556,130604030249796610.WAV,221,1,426832,"[-499.82397, -11.534077, -24.40097, 2.232115, 13.371253, 0.97850347, 10.114058, 9.560978, 0.17048612, -2.5060499, -0.24450874, 3.342615, 8.192019, 4.125384, 1.7080892, 2.7629664, 0.696325, -0.95549166, 2.3658626, 4.2729564, 3.3969357, 2.0076761, -2.3180468, -2.8704927, 0.6382426, 3.6129043, 3.4510887, 2.359807, -0.73523957, -1.6499839, 0.19750048, 1.341489, 1.0295676, 2.0671577, 0.025137428, -1.3859203, -0.21706988, 0.5735163, -0.69699556, 0.09896934, 0.9493752, -0.73747265, -0.7257747, 0.08848778, -0.9235648, -1.2011528, -0.72326267, -1.0126806, -1.3528435, -1.2876921, -1.5375689, -0.742315, -0.050537676, -0.6773376, -1.2684062, -0.58340746, -0.85997224, -1.0601974, -0.45990628, 0.029760865, -0.49596253, -0.68046355, -0.51022863, -0.45392027]"
88557,130604030253105611.WAV,221,1,209227,"[-483.15036, -17.554415, -37.64328, 8.471771, 16.133778, 0.6593682, 8.957161, 9.580497, 0.47153336, -1.8846366, -1.7231388, 1.6362615, 7.612823, 4.416142, 2.3523877, 1.5874561, -0.12679128, -1.8033137, 1.5919908, 2.6525922, 2.9654193, 1.7861522, -3.779977, -3.1168969, 0.56732124, 3.6161232, 2.7459056, 2.659431, -0.50773495, -1.9139792, -0.6137159, 1.4971942, 2.3147368, 2.4290628, -0.49128726, -1.8534873, -0.09551987, 1.1139996, -0.33238038, -0.086881734, 1.0559835, -0.86918885, -0.7013798, 0.4760776, -0.54713774, -1.2171345, -0.7404851, -0.7305026, -0.94458085, -1.107998, -1.303129, -0.47154886, -0.13986275, -0.6262366, -0.98512197, -0.6587962, -0.8928848, -1.0100044, -0.45483252, 0.069404945, -0.6122123, -0.5173737, -0.7312071, -0.5732897]"
88558,130604030501611616.WAV,-230,1,344912,"[-503.50946, -12.466576, -22.069674, -0.6382133, 9.374653, -0.8376643, 11.207982, 10.92373, 0.4096255, -3.2243805, -1.0097315, 3.6989825, 6.8393373, 2.1302772, -0.34396386, 2.1025696, 0.9762486, -1.2179663, 1.1723723, 3.3729784, 3.362275, 1.6810976, -3.2365952, -3.1401892, 0.34142488, 2.9482365, 2.9588044, 2.4679081, -0.7162482, -1.5106753, -0.37078306, 0.9796929, 1.2257982, 1.854501, -0.084899776, -1.2075332, -0.097307585, 0.545276, -0.46800146, 0.33498648, 1.0460117, -0.6531314, -0.47698668, 0.21812499, -0.62416506, -0.9413684, -0.45404053, -0.81131953, -1.2660873, -0.9698438, -1.1331654, -0.6072993, 0.03291768, -0.51542974, -1.1813078, -0.50837886, -0.6968119, -0.7704533, -0.121380895, -0.032823898, -0.48459396, -0.3529055, -0.2396391, -0.534706]"
88559,130604030505573617.WAV,-230,1,426832,"[-476.87088, -18.435564, -37.478836, 10.887794, 11.090456, -3.9489012, 8.055455, 10.951137, 1.388835, -1.880618, -0.64673007, 3.532421, 6.7719235, 2.482201, 1.291758, 2.4534686, 0.64594704, -1.6847757, 2.0142646, 3.7703123, 3.5721369, 1.6539448, -2.7356472, -1.9843115, 0.49079898, 2.6767619, 2.8988392, 2.2063127, -1.4078732, -1.792823, -0.602646, 1.3472365, 1.528693, 1.924319, -0.48732883, -1.5769719, -0.13767944, 1.1194633, -0.11290913, -0.0465634, 0.6332028, -0.6053023, -0.17670317, 0.0015944245, -0.8495243, -1.0556654, -0.30863306, -0.4934191, -1.0946288, -1.0097818, -1.2172165, -0.46413162, -0.010869257, -0.62384397, -1.2541631, -0.39470097, -0.68885916, -0.71333176, -0.26945558, -0.045236897, -0.26637268, -0.28111735, -0.5208875, -0.4279394]"
88560,130604030524532321.WAV,-208,1,484176,"[-494.67825, -17.162685, -29.412605, 10.136964, 12.519898, -2.7090504, 10.811584, 15.081422, 8.594561, 4.7715616, 3.0605843, 1.2979741, -0.2816122, 1.9852186, 5.3269176, 4.9166226, 7.983682, 5.8020387, 3.425946, 1.5047758, -1.1612135, -1.3171126, -0.44576043, 4.6901283, 5.17685, 4.090784, 3.2239783, 1.0032462, -2.2690816, -1.0503833, -0.2201692, 0.78859454, 2.8108003, 0.97640884, -0.6887298, -0.37579846, -1.7021081, -1.4752953, -0.61418337, 0.37333685, 0.57938343, -0.48184115, -0.7885459, -0.93326986, -1.9949954, -1.3332815, -0.7392399, -1.6738827, -1.7570221, -2.0317304, -1.5335201, -1.0849893, -0.85089564, -0.76969105, -1.6021091, -0.93881005, -0.9464243, -0.6564321, -1.0275148, -0.8577757, -0.40272945, 0.14697143, 0.22585799, 0.0011688982]"
88561,130604030754853324.WAV,211,1,336720,"[-522.7925, -8.116351, -9.219777, -0.5482135, 12.892135, -0.14503537, 10.191043, 15.224964, 8.918425, 5.236384, 5.4022746, 1.0100791, -0.76168793, 1.6936495, 4.662741, 5.9194045, 6.7509127, 5.8751907, 4.405995, 1.8564126, -2.006766, -3.0269964, -0.088579185, 5.6091714, 6.4032483, 4.581355, 2.648401, 0.11306198, -2.2310174, -1.1638274, 0.100173034, 1.8991225, 2.6327324, 0.93932366, -0.8418852, -0.9064871, -1.2776237, -1.3939822, -0.6344652, 0.4607258, -0.017346598, -0.5492437, -0.41279635, -0.67408323, -1.9096419, -1.5712776, -0.9771096, -1.3831621, -1.948631, -2.2372162, -1.8508182, -1.0913339, -0.73632157, -1.0327476, -1.6845689, -1.2184161, -0.91270894, -0.8129701, -0.8166708, -0.82645434, -0.5283135, 0.17839918, 0.42294255, 0.24921538]"
88562,130604031543626326.WAV,-211,1,661090,"[-479.45877, -23.917826, -51.487423, 8.323929, 12.615594, -8.120802, 4.7576857, 10.631104, 4.6062217, 1.180655, -1.4594641, -3.7001216, -4.2983685, -2.1172016, 2.7260447, 1.4533336, 4.517337, 2.5863323, 0.48015478, -1.2525167, -3.614672, -2.9665778, -2.3125656, 2.3278959, 3.234072, 2.91091, 1.6313586, -0.5504686, -3.2365193, -1.1523408, -0.020375846, 0.13502687, 1.8661512, 0.46200666, -0.31600344, -0.006934966, -1.3510913, -0.24295735, 0.4108813, 0.072314516, 0.73425615, 1.1004456, 0.74816716, 0.00897205, -1.0613425, -0.21811342, 0.13066338, -0.4954756, -0.7271393, -0.97878677, -0.39016655, -0.1257974, 0.06286612, 0.054995995, -0.6979875, 0.07640833, -0.16195038, -0.16214545, -0.058294006, -0.14480616, 0.0632736, 0.19940415, 0.35452515, 0.5488818]"
88563,130604031802729332.WAV,-211,1,320336,"[-521.8516, -7.998604, -12.902734, -1.3957869, 15.666477, -0.9718784, 8.011245, 14.456557, 9.7324095, 6.0442433, 5.185089, 0.12454687, -0.9648654, 2.6134605, 4.7083793, 5.4183083, 6.7161713, 6.264423, 4.034523, 1.090267, -1.5589422, -1.7959487, 0.23980837, 4.8802004, 6.2709126, 5.2345, 2.8434775, 0.022543726, -2.0116, -0.95569646, 0.06379361, 1.4067054, 2.3256114, 0.80401653, -0.9476852, -0.85531354, -1.3604959, -1.59007, -0.75299245, 0.43438876, -0.07907695, -0.3209739, -0.36527646, -0.92160803, -1.6862177, -1.381674, -1.1716546, -1.329445, -1.8202336, -2.3707724, -1.9880942, -1.056122, -0.7175088, -1.0528804, -1.5769389, -1.2310892, -0.85819525, -0.66654825, -0.70100737, -0.55260104, -0.44912013, 0.09208112, 0.42015818, 0.3503789]"
88564,130604031831529337.WAV,-211,1,344912,"[-513.4105, -10.469065, -16.640903, 1.7208751, 14.586169, 0.027515331, 7.952702, 14.178541, 9.671526, 6.094967, 4.8312783, 0.24497825, -0.9942243, 2.258266, 5.86264, 5.922275, 7.144295, 6.0300665, 3.6306431, 1.4138435, -1.3993385, -2.5973876, -0.1432105, 5.4745345, 6.4355874, 4.9095173, 2.4818268, 0.20588091, -1.9728185, -0.9737003, -0.009837402, 1.4345151, 2.5156674, 1.06777, -0.83937985, -0.9581529, -1.337048, -1.8174906, -0.75567544, 0.6548695, -0.28521502, -0.8106808, -0.36580843, -0.54331416, -1.8825836, -1.5102904, -0.91005665, -1.433559, -2.1085186, -2.0474706, -1.6793746, -1.1535182, -0.68153316, -0.8267692, -1.5526094, -1.170092, -1.0386171, -0.9146179, -0.7479327, -0.5947339, -0.4256196, 0.08114153, 0.3314087, 0.09384326]"
88565,130604031946093345.WAV,-215,1,893776,"[-486.17636, -20.5951, -34.363903, 15.243243, 14.348551, -3.0702226, 8.660011, 15.663365, 8.727963, 4.5425286, 3.5640326, 1.7741265, -1.1880877, 0.77142406, 6.130788, 5.3485823, 7.6434684, 5.3469806, 3.8411183, 1.3321487, -1.2931156, -0.9051264, -0.17207813, 4.8434405, 5.298783, 4.12229, 2.4045978, 0.9143328, -1.8708175, -0.6787601, 0.13828953, 0.70723784, 2.2546823, 0.8452729, -0.26213527, -0.4255351, -1.6658193, -1.388647, -0.576202, 0.1181639, 0.22414164, -0.030692898, -0.49896246, -1.052306, -1.8197111, -1.4025912, -1.02773, -1.4820608, -1.7642442, -2.4010248, -1.7447135, -0.98753023, -0.69725794, -0.9904226, -1.701555, -0.86042106, -0.9926439, -0.69345003, -0.8558708, -0.7945768, -0.44180903, 0.006512038, 0.1721163, 0.14312357]"
88566,130604032055865302.WAV,-208,1,1475408,"[-505.80655, -24.403269, -4.7161303, 11.432538, 5.0381713, -5.7922, 10.402202, 8.731302, -3.3462644, 2.1841757, 10.717973, 6.2165422, 0.37518534, -1.9635639, -0.82069844, 3.5827353, 2.8810768, -2.1659005, -1.2402785, 3.0036378, 4.7760773, 5.1941023, 1.9927394, -2.8017838, -1.6330041, 3.548336, 1.7435008, -1.2925642, -1.9997965, -0.6446742, 2.0549297, 3.7043679, 0.30710897, -1.5894786, -0.9553653, 0.31974557, 0.627177, -0.44663197, -2.2768073, -0.8081014, 1.4335643, 1.0194477, -0.4931563, 0.07265524, -0.84967494, -1.5939797, 0.061582044, 0.058367927, -1.2545668, -1.3124328, -1.3325189, -1.089788, -0.5728349, -0.27445748, -1.2838151, -0.7931136, 0.39151126, 0.7122439, 0.7904873, -0.25728014, -1.4442885, -0.9418833, 0.5948023, 0.43338537]"
88567,130604032324701305.WAV,-208,1,500560,"[-483.95193, -25.423885, -27.297377, 17.737362, 16.49677, -10.3803005, 6.16453, 8.636126, -2.7672899, 2.7332802, 9.382683, 5.4488053, 1.7212957, -0.31571883, 0.1798909, 3.778299, 3.9924932, -0.81516355, -0.378897, 2.7162309, 4.7661314, 5.2165504, 0.9292698, -2.687163, -0.96633166, 2.8435955, 1.097758, -0.7575373, -1.9571677, -0.69728154, 1.9050546, 3.3418953, 0.4440286, -1.2362447, -0.8637846, 0.37483808, 0.80775976, -0.3496007, -2.2807388, -0.9689042, 1.7209039, 1.1990892, -0.9006955, -0.39877522, -0.8281566, -1.3450009, -0.12900563, -0.24203266, -1.5790778, -1.2534451, -1.171195, -1.187493, -0.6180683, -0.24108714, -1.1529573, -0.95110244, 0.43369374, 0.83838713, 0.36271212, -0.4788956, -1.0951601, -0.7092943, 0.3609883, 0.26466656]"
88568,130604032331513306.WAV,-208,1,135768,"[-447.36295, -26.34323, -60.544758, 26.25568, 31.886028, -11.780823, -3.1565292, 3.7035942, 1.2550677, 4.016913, 6.181749, 1.8115585, 3.7029648, 3.4070957, 0.45441282, 2.8050892, 7.196107, 3.0229185, 0.9914076, 4.160346, 3.4300385, 5.3074136, 4.0660367, -2.7962453, -3.9423554, 2.168576, 1.4528586, -0.26485345, -1.3276911, -1.0095333, 2.2701669, 3.638322, 0.5661027, -1.8800329, 0.011204254, 1.7002697, -0.02441647, -0.707658, -2.5586684, -0.84593856, 1.729933, 0.5997135, -0.85419077, -0.9828134, -0.91189516, -0.9833348, -0.58765286, -1.2710732, -2.3282118, -1.2819388, -1.1301972, -1.709684, -0.8560915, -0.36578745, -1.347598, -0.57453954, 0.638055, 0.32026783, 0.30237964, -0.13536765, -0.6553323, -0.8391447, -0.45025212, 0.7688167]"
88569,130604032343202307.WAV,-215,1,1024848,"[-424.08524, -45.234535, -65.01415, 38.890022, 14.344416, -15.885532, -0.16951177, 8.70681, -1.3107487, 3.9790392, 5.5035553, 2.9849503, 1.2027357, -2.5599008, 0.11642252, 3.0736783, 5.99086, -0.18197806, -2.1649916, 0.07777976, 3.9500713, 4.121373, -0.026939278, -1.1068809, -1.8823748, 1.9544799, 0.75658256, 0.19302526, -2.1726723, -1.1341239, 1.2425897, 2.8325415, 0.15366097, -1.5233699, -0.6598287, 1.4279106, 0.55859905, -0.24146052, -1.9658955, -0.058608033, 2.1911006, -0.14711183, -0.6042726, 0.06196211, -0.25209457, -0.7923802, -0.30644953, -0.509477, -1.0491557, -0.3811123, -0.4815197, -0.7429041, -0.4658933, -0.23209341, -0.5687173, -0.5617252, 0.3032257, 0.42212102, -0.020477645, -0.067293, -0.3910238, -0.7218352, 0.038823474, 0.4701189]"
88570,130604032910227361.WAV,231,1,336720,"[-521.16815, -9.297151, -9.259981, -0.10387367, 11.912688, -0.19976152, 8.777929, 15.179258, 9.420248, 5.1643744, 4.987429, 1.4578831, 0.020614369, 2.3954816, 5.378798, 6.0615487, 7.6036167, 6.3417034, 4.273954, 1.767397, -2.0127401, -2.5890675, 0.53972274, 6.078755, 6.602376, 4.5906506, 1.8492028, -0.13252857, -2.0400681, -1.4349257, -0.29406282, 1.8750167, 2.6240163, 0.58004344, -1.0727934, -0.43877932, -1.155849, -1.7373247, -0.5774488, 0.6780801, -0.0009670156, -0.6803161, -0.55664945, -0.96004, -1.8262635, -1.6751935, -1.0874529, -1.5050249, -2.1254246, -2.1464288, -1.7807497, -1.0563662, -0.6812696, -1.0903398, -1.7008289, -1.2069825, -0.96546763, -0.7908307, -0.5354154, -0.60670733, -0.6849115, 0.14656733, 0.4372323, 0.33619475]"
88571,130604035610166657.WAV,-230,1,405714,"[-479.0486, -22.206182, -41.891827, 9.892611, 14.670246, 0.7471773, 6.563597, 6.7270956, 0.64509934, 0.11583433, -1.1471417, 1.3898236, 6.927568, 4.5911775, 3.6302125, 1.2279838, -0.09078976, -2.0592895, 1.5290055, 2.8382638, 2.5191388, 2.314027, -3.2324502, -2.702626, -0.1754451, 2.3837624, 2.7730243, 2.8311675, -0.8528262, -1.7174877, 0.1762664, 1.1701517, 1.2167349, 2.0449514, 0.15089594, -0.932742, 0.1310738, 0.30062792, -0.50287443, 0.3770488, 0.7898851, -0.55230075, -0.6105987, 0.040653307, -0.54833716, -0.9826171, -0.3975839, -1.2606847, -1.2962799, -0.7618097, -1.2085891, -0.7977797, -0.25291824, -0.6561501, -0.9945163, -0.46214, -1.0170028, -0.6774853, 0.046979714, 0.16055728, -0.3748811, -0.5228762, -0.5203372, -0.30813202]"
88572,130604035610166657.WAV,-230,405715,484176,"[-476.15842, -22.285677, -48.509525, 10.613265, 18.996109, 1.5577155, 5.2980676, 5.100387, 4.8429623, 1.6202933, -6.6831784, -3.4254491, 7.8713365, 5.6921363, 3.2739844, 0.6395028, -0.57076985, -0.35104877, 3.132109, 3.7121856, 2.767151, 1.3027269, -3.481452, -1.6860343, 0.13287695, 1.3428448, 3.2393086, 4.120212, 0.33934146, -1.5236769, -0.62301344, 0.6557099, 2.5854955, 2.7306795, -0.9991711, -1.4359666, 0.6365267, 0.97674143, -0.78284633, 0.06990165, 0.35926142, -1.0345386, -0.72422177, 0.49727893, -0.8394815, -1.3215348, -0.33931014, -1.1987237, -1.2964044, -1.0496285, -1.6758118, -0.5856783, 0.020224782, -1.0146071, -0.9921067, -0.5552091, -1.120391, -0.83006066, -0.20097464, -0.34400183, -0.5752884, -0.39445436, -0.6138809, -0.4147545]"
88573,130604035612104658.WAV,-230,1,328528,"[-504.3961, -10.753765, -27.132118, 0.28430137, 18.081959, 1.1068733, 11.028941, 9.419251, 1.5529999, -0.9310784, -1.5477446, 1.1290753, 6.430194, 4.579751, 2.4731581, 2.2618635, -0.6831511, -2.7532315, 1.2401589, 4.2185082, 3.6371546, 2.2880123, -3.3762755, -3.5634243, 1.0417088, 3.1299675, 2.4512537, 2.2499714, 0.4904298, -1.4672451, -0.54074085, 1.4466056, 2.031533, 2.3118215, -0.3300924, -1.1887982, 0.29952747, 0.77279454, -0.8914085, 0.0341835, 0.92341495, -0.70960474, -0.66371435, 0.474462, -0.7175995, -1.324187, -0.6216236, -1.194982, -1.3902932, -0.89391136, -1.5123632, -0.964711, -0.2607699, -0.7902051, -1.206581, -0.63600355, -0.9097557, -0.88202333, -0.08916502, -0.053492013, -0.44352213, -0.4355595, -0.54065764, -0.45697555]"
88574,130604035853058378.WAV,211,1,459600,"[-530.43445, -12.116411, -9.24205, -5.9276266, 7.3232117, -3.7456818, 5.989976, 11.651178, 6.4934726, 2.2360322, 2.1164756, -2.446518, -4.3250923, -1.3233553, 2.0556107, 3.0966918, 4.091814, 3.9123123, 2.0458198, -0.61276305, -4.081265, -4.9849315, -1.2332587, 4.4194617, 5.0024014, 3.554316, 1.547727, -0.66705936, -2.5720232, -1.9741179, -0.638947, 1.7145243, 2.4077098, 0.5505113, -0.89186186, -0.4553543, -0.80483496, -1.1013432, -0.2960443, 1.0280895, 0.64635116, -0.0659056, 0.15375867, 0.19732608, -0.7673951, -0.70190465, -0.16541237, -0.4796205, -1.0940994, -1.3075669, -1.256591, -0.29596642, 0.3375711, -0.17804295, -0.9778442, -0.7221446, -0.33002457, -0.21392672, -0.17539252, -0.1375816, -0.15870094, 0.35587606, 0.5967561, 0.40904143]"
88575,130604040831796382.WAV,-231,1,328528,"[-530.07776, -7.7415895, -4.622408, -3.1190763, 10.731228, -1.5018425, 8.903457, 14.933213, 9.3702965, 5.1265078, 5.115577, 0.94100046, -1.0198665, 1.6035649, 4.9314313, 6.0947814, 6.407794, 5.675198, 4.347543, 1.5775057, -2.564003, -3.7468007, -0.062642865, 5.4976287, 6.1490498, 4.556989, 2.4011664, 0.08952562, -2.167003, -1.5942357, -0.08258439, 1.8569431, 2.4430795, 0.6526064, -1.1360776, -0.85835195, -1.1917769, -1.5373493, -0.63090616, 0.6496542, -0.0051754923, -0.6710106, -0.3903176, -0.7785083, -1.7527943, -1.2988684, -0.8067259, -1.2715652, -1.9036262, -2.1377559, -1.8007557, -0.8439489, -0.2974065, -0.8469183, -1.5845783, -1.0525298, -0.71155846, -0.64259565, -0.53835404, -0.42604002, -0.46054837, 0.069691844, 0.49117985, 0.40626526]"
88576,130604040903452664.WAV,-207,1,557904,"[-510.95245, -8.173739, -19.49428, -4.7680607, 11.978542, 0.40076786, 11.872233, 9.929109, 0.6474519, -1.6350398, -0.12437965, 2.3845842, 6.513586, 4.061194, 1.154444, 2.0607438, 0.3486081, -1.0697404, 1.7746187, 3.523732, 3.305061, 1.6988053, -2.5464969, -3.1639233, 0.19680212, 2.8791265, 2.7857423, 2.4909213, -0.33000064, -1.4729824, -0.28232914, 1.2592618, 1.4923942, 2.1186154, 0.34133518, -1.416645, -0.2957693, 0.7901376, -0.7464657, 0.09871207, 0.9516073, -0.62019086, -0.5936288, 0.23189901, -0.7470464, -0.94803655, -0.82969266, -1.1138108, -1.1085768, -0.9254438, -1.3726045, -0.762028, 0.02503237, -0.5968637, -1.2843647, -0.63798714, -0.6490705, -0.6508203, -0.19847108, -0.063715674, -0.60012734, -0.4051256, -0.39087334, -0.58597577]"
88577,130604040904886665.WAV,-207,1,369488,"[-482.4529, -11.862489, -38.1292, 7.0642595, 15.352623, -5.2753677, 7.3256154, 10.351856, 4.39352, 0.51877105, 0.6269608, 2.427218, 6.6293945, 3.2643244, 0.2796422, 1.4100468, 0.5118935, -0.6706448, 1.4849097, 3.8425713, 4.647815, 2.7626724, -2.5566707, -2.6386883, 0.709988, 2.4452727, 2.098607, 2.1565802, -0.057597563, -1.2885293, -0.48997283, 1.6668985, 1.6663672, 1.4894176, -0.18844101, -1.4218446, -0.14896372, 0.90245795, -0.3511179, -0.045368355, 0.73532504, -0.46847725, -0.92450595, -0.10587434, -0.43528324, -0.94531065, -0.84621644, -0.69026303, -1.0554388, -1.1794631, -1.4465692, -0.7361086, -0.08533975, -0.61121047, -1.1625075, -0.753947, -0.76312435, -0.6042937, -0.44634128, -0.36991253, -0.29947168, -0.46244785, -0.522412, -0.45574626]"
88578,130604041958416670.WAV,207,1,336720,"[-509.50778, -11.134801, -17.148027, -1.669971, 9.444738, 1.1872041, 11.327062, 7.8475122, -1.7218283, -4.3141274, -1.6842798, 3.3623269, 7.6288085, 3.565275, -0.18250912, 1.2994868, 0.18611388, -2.5384333, 0.07108678, 3.0897963, 3.5096273, 2.0062134, -2.684043, -3.4528043, -0.36754948, 2.7920246, 2.4833698, 2.308068, -0.33135372, -1.7403817, -0.76439303, 0.74272144, 1.2804428, 2.2738492, 0.33642572, -1.4324092, -0.54946226, 0.66023076, -0.12889284, 0.5734308, 0.9346473, -0.6194087, -0.34724653, 0.41164568, -0.41776136, -0.9340917, -0.5890708, -0.7056781, -0.51528394, -0.6749226, -1.2001362, -0.40898964, 0.3295708, -0.39257422, -1.2006279, -0.5499139, -0.57714236, -0.69273657, -0.03282088, 0.08357242, -0.6558698, -0.33671007, -0.40486303, -0.5316535]"
88579,130604042018135672.WAV,-207,1,656208,"[-494.50937, -16.180723, -30.939907, 5.1429696, 13.538156, 0.4963559, 9.595336, 8.080366, 0.4087572, -2.8278425, -1.9261175, 2.27002, 7.5222125, 3.9242494, 1.797372, 2.89536, 0.57612836, -0.91451, 1.8834095, 2.6098216, 3.4025574, 2.0854905, -3.1370656, -3.538047, -0.15408093, 2.9231887, 3.3882842, 2.9477615, -0.4967751, -1.3606676, -0.089447014, 1.1816922, 1.623657, 2.2239149, 0.14946909, -1.0564303, -0.2784682, 0.18194884, -0.42278957, 0.15817186, 0.84957623, -0.43256873, -0.42109692, 0.17456712, -0.8184738, -1.2318513, -0.6275789, -1.1125112, -1.3597071, -1.1499655, -1.4724034, -0.70610213, 0.0049394793, -0.68646514, -1.2296206, -0.5319847, -0.612691, -0.81148106, -0.24419883, -0.07197546, -0.64122087, -0.601654, -0.36038962, -0.49165446]"
